1504	1029	20
276	1441	22
272	6	65
234	1708	9
740	1318	48
101	112	24
1933	1372	2
1821	681	23
90	936	24
417	1136	48
351	1223	3
1038	162	9
1554	845	20
1175	1061	2
1032	1471	2
2020	345	184
731	306	9
842	801	20
156	52	24
235	168	17
508	1534	40
609	211	9
1767	1889	48
1564	1752	9
1784	1352	11
1517	1	8
1275	35	78
1876	1178	20
1909	666	17
727	1832	24
38	1140	51
267	316	8
408	1573	31
288	1103	9
1677	1440	14
1811	1036	21
677	1245	9
465	1413	9
247	307	9
952	1225	48
8	1007	2
1112	907	24
1545	379	9
1663	927	9
1157	1098	40
1661	194	3
1006	1737	20
213	2068	8
732	855	17
817	1763	14
2034	1708	24
1572	811	23
1351	759	9
717	1958	90
1142	1673	14
484	731	24
1076	244	24
534	959	3
807	856	14
495	126	11
1719	1751	20
864	1532	24
314	875	8
377	1562	40
2062	1992	22
641	1506	9
1796	1388	9
944	507	24
910	740	11
1312	391	24
419	1351	2
1280	2015	2
34	924	14
732	1216	48
1755	907	20
987	934	69
737	1385	9
414	945	16
367	1007	14
72	443	89
765	1688	9
1618	1986	9
428	309	24
574	1230	53
1570	155	23
1636	1773	8
1287	1190	24
798	924	9
1064	2052	22
1681	1989	23
1340	1928	23
1522	1724	24
1615	1942	20
314	356	8
954	1873	48
1014	666	3
1753	690	16
1185	949	70
59	959	8
198	1800	20
697	1667	9
435	306	9
842	815	23
1175	660	24
2039	482	20
982	700	54
431	1190	24
1035	1441	9
713	304	24
524	1656	22
1547	1249	24
65	1010	2
564	771	9
1229	330	20
392	1038	25
1139	1251	22
757	1195	23
814	312	20
44	425	20
1296	703	24
372	20	51
207	1508	20
713	1321	48
1819	290	24
578	798	9
241	712	20
377	1103	40
232	817	14
841	171	24
1113	2020	35
317	569	48
1597	274	20
1139	438	24
651	612	24
921	1731	24
187	2027	22
1506	958	0
1507	1773	20
1287	559	24
173	1177	2
1463	247	9
147	990	9
786	1290	9
1557	632	161
560	1316	24
535	933	48
969	73	24
309	1797	31
1436	64	2
1794	234	24
15	456	23
160	983	23
1744	430	20
747	1753	14
673	183	24
1438	953	23
332	1048	48
993	1874	48
270	666	174
935	239	24
574	1873	48
266	1826	8
133	720	89
1966	105	92
716	1720	14
144	341	21
382	1700	9
450	764	14
1177	1266	23
2068	435	24
2055	1771	20
622	464	14
1695	1885	11
1509	651	20
922	330	20
1139	1795	48
733	1177	9
1410	698	24
753	156	8
417	689	8
1471	1720	14
1713	1253	2
979	967	24
