929	1266	20
407	1761	22
1764	32	65
228	436	9
379	1129	48
184	891	24
1921	1822	2
277	2082	23
1130	1595	24
832	917	48
413	1978	3
1037	1979	9
1147	1364	20
1159	927	2
1031	1894	2
2020	1264	184
731	228	9
1324	1714	20
1726	58	24
512	120	17
685	1729	40
608	1949	9
1135	1191	48
1564	1671	9
1957	1473	11
1510	1403	8
1342	51	78
1300	730	20
1407	501	17
1010	1008	24
640	681	51
266	1188	8
395	618	31
288	445	9
951	464	14
458	320	21
677	935	9
465	818	9
241	1324	9
2049	1885	48
8	1007	2
300	1499	24
1544	1949	9
1663	1752	9
603	1577	40
1143	1223	3
1768	6	20
213	977	8
1909	572	17
539	1673	14
1280	907	24
1492	1702	23
1351	545	9
1102	242	90
1263	205	14
622	1303	24
485	1350	24
1108	1644	3
33	1214	14
910	141	11
198	636	20
624	571	24
314	514	8
1921	1640	40
519	1825	22
641	1103	9
1796	845	9
1730	1736	24
969	1162	11
350	372	24
423	50	2
1271	1103	2
1269	113	14
589	1186	48
59	708	20
985	1188	69
737	1441	9
1277	1463	16
278	493	14
294	940	89
765	1671	9
1618	1684	9
543	1244	24
189	2033	53
1214	456	23
1636	755	8
2022	1294	24
798	1087	9
1597	627	22
996	973	23
888	736	23
799	1316	24
1770	425	20
305	762	8
976	1243	48
380	801	3
785	1703	16
433	586	70
59	491	8
690	858	20
697	1626	9
425	1586	9
185	253	23
347	52	24
1030	867	20
982	613	54
164	1425	24
1035	1131	9
1373	1733	24
2012	2052	22
1408	433	24
65	1538	2
564	731	9
1428	1029	20
1033	1036	25
132	2027	22
691	1743	23
739	486	20
653	279	20
231	660	24
1837	811	51
971	1574	20
1043	1112	48
1756	1221	24
578	990	9
153	1009	20
419	1010	40
1328	384	14
69	1167	24
1615	2020	35
985	1092	48
921	1807	20
1522	1954	24
350	799	24
1709	220	24
1776	1761	22
1552	764	0
1681	962	20
1309	708	24
173	1445	2
1463	228	9
147	421	9
786	1014	9
909	1333	161
469	1382	24
20	1879	48
736	67	24
922	1476	31
1421	1128	2
1722	97	24
935	416	23
1383	556	23
1768	1474	20
185	1141	14
935	1181	24
58	789	23
1329	1670	48
774	841	48
270	269	174
402	469	24
1293	1449	48
266	417	8
448	1462	89
1871	1526	92
230	976	14
1785	1847	21
382	955	9
763	161	14
1571	456	23
1742	1451	24
11	1942	20
230	164	14
982	1473	11
929	1761	20
2030	1532	20
81	1291	48
733	1281	9
1806	962	24
745	1646	8
407	62	8
38	465	14
1711	1093	2
1264	160	24
326	1534	9
829	884	2
52	97	2
576	316	8
988	455	14
1570	301	47
1038	1066	9
1085	969	8
410	197	2
445	1887	9
104	799	24
1633	1671	9
1519	207	44
612	952	48
227	449	10
1017	79	70
1228	1703	9
1068	858	20
975	822	70
531	1446	14
538	1451	22
660	707	14
