742	97	15
1160	167	8
1084	1395	7
1316	459	5
1230	220	2
586	852	2
1031	513	26
1357	1214	0
852	787	8
1152	70	2
391	314	2
150	455	2
329	1566	37
148	1238	33
905	1156	8
1035	159	2
362	458	2
540	796	2
601	401	7
802	1566	5
646	1208	21
676	374	2
145	1122	2
664	917	2
191	622	2
602	554	2
558	2	2
127	357	2
541	908	8
98	796	7
80	1418	7
638	998	2
1141	638	27
599	789	8
551	2	2
454	1260	2
1155	97	8
1283	139	3
263	443	12
1262	384	5
1061	658	0
1196	97	8
1298	891	7
1179	1612	7
913	914	2
506	142	20
880	758	41
1292	1179	31
707	324	2
729	265	8
284	1376	2
1382	884	7
163	1097	7
917	51	7
417	1028	27
641	913	2
261	1098	2
83	857	2
1307	1491	7
69	338	5
9	80	8
1210	792	7
192	293	0
1337	269	8
518	441	0
462	957	5
348	48	2
281	1252	27
1171	1217	8
421	1469	47
657	213	8
641	221	2
1015	852	2
281	1047	27
322	798	2
1317	1364	27
476	844	2
96	46	8
1476	976	30
1336	52	7
1351	1415	37
1561	436	2
1183	341	5
106	539	30
125	54	8
300	325	2
399	1138	2
641	628	2
1119	138	30
1264	833	7
1397	401	7
162	958	3
763	913	2
841	739	27
1407	384	5
1247	345	0
524	476	30
1005	99	0
1041	488	2
498	1396	8
271	1389	7
374	823	33
1451	153	1
696	758	2
254	822	74
300	256	2
503	1315	5
281	1126	2
434	1298	7
1098	611	34
160	546	2
261	952	33
406	685	7
1031	625	2
419	812	2
298	1108	8
692	787	8
157	1388	7
281	1200	2
97	881	3
1317	503	27
486	491	2
929	657	0
657	1160	2
601	1179	7
268	28	8
841	149	8
1461	704	30
850	1139	2
253	91	1
1303	1482	7
176	993	2
628	462	8
395	673	2
1184	1217	8
569	1315	5
796	936	8
1287	873	33
190	1141	2
833	287	7
663	378	7
293	1026	3
1387	1325	5
377	62	2
24	452	12
177	833	8
1152	40	8
1447	1009	2
464	1036	2
869	1338	2
248	821	75
780	1296	0
927	938	1
670	412	5
152	883	2
1359	883	33
432	163	8
1144	1418	7
1174	83	2
366	229	29
36	976	30
315	782	30
820	1086	8
1401	47	8
1152	160	2
872	1035	2
852	160	30
468	824	23
641	872	2
154	97	8
153	824	57
69	270	2
462	1070	5
438	75	7
1045	1603	38
420	189	27
1221	881	5
1449	233	27
381	368	31
1056	47	8
1223	625	2
806	877	30
978	1418	2
1230	573	15
1210	111	6
1215	670	7
80	1070	5
790	702	7
209	824	2
681	853	12
820	670	1
658	1132	0
988	1119	30
1037	277	8
1351	1245	37
717	434	2
379	553	2
596	915	30
934	817	8
925	670	2
1210	471	7
1183	298	7
1322	92	8
371	1335	5
1200	719	8
903	101	26
45	177	2
1545	1314	7
1197	341	5
648	1227	6
216	1335	5
982	324	5
819	412	5
40	341	3
49	1262	2
1090	453	35
302	653	7
343	1377	8
576	29	2
447	650	2
648	1138	6
856	35	23
834	0	7
316	1327	6
494	1371	33
888	293	0
1527	393	8
723	97	8
647	159	2
750	912	2
1053	1075	2
1210	297	7
805	108	8
707	269	2
1042	798	2
395	384	3
1497	65	8
692	1335	5
605	65	8
988	126	2
341	1513	5
463	208	30
1162	230	2
167	1243	7
32	390	8
907	398	2
1221	1030	2
867	1005	2
89	614	7
560	899	5
1451	223	2
1239	1418	7
59	433	7
780	1299	2
1024	693	2
1244	1376	15
1075	1236	7
411	350	2
554	1376	15
1011	112	8
1212	1335	5
219	569	2
599	388	2
1525	988	2
1502	1328	2
912	420	2
86	1305	8
479	524	2
377	214	2
1212	1243	7
502	1565	2
688	232	2
1119	287	30
870	3	8
986	593	38
209	961	35
366	1376	2
72	75	3
1037	177	2
632	372	1
627	1296	8
1317	1052	27
500	1309	2
189	568	7
22	533	3
30	1163	2
1272	390	8
1466	1490	1
1401	326	8
526	697	1
157	1029	2
852	1119	30
282	1057	5
309	604	2
1357	611	34
1242	804	2
368	642	30
1064	441	0
80	548	7
1391	27	8
528	658	0
337	1035	27
285	1346	8
701	1035	2
205	770	7
265	112	8
222	1105	0
1271	1409	2
834	68	24
626	1062	8
928	249	2
255	672	2
551	350	2
159	18	8
551	1469	47
898	1298	7
945	89	2
1140	610	2
27	536	30
1397	244	7
1541	1206	36
784	891	7
650	98	33
1446	3	10
278	255	2
565	1081	2
674	24	2
543	1437	8
441	1231	7
862	743	48
944	1239	2
901	440	35
297	916	8
1250	821	2
