1126	573	15
647	716	8
1303	360	7
723	1325	5
898	88	3
586	350	2
1138	223	26
887	1514	0
851	1457	30
737	119	81
388	741	2
150	177	2
1000	1226	12
137	728	7
995	101	8
899	20	7
361	817	2
1225	633	48
387	957	7
261	349	2
218	813	8
834	228	6
269	928	2
974	320	19
241	576	14
501	1389	7
555	883	2
154	960	2
915	916	8
393	1384	8
951	1319	21
425	278	2
594	1217	8
144	1181	7
550	214	2
273	423	2
1138	158	8
462	533	3
361	167	8
634	1161	8
646	109	0
1229	1081	6
159	140	5
158	568	7
148	1124	2
1025	297	2
370	597	41
907	911	31
1237	766	8
298	197	8
530	214	2
1284	425	2
982	877	5
489	846	6
215	768	2
919	836	3
411	606	2
317	1212	8
491	39	8
173	229	2
391	1568	2
952	1131	7
494	683	0
1468	189	7
915	345	0
361	1315	5
157	165	2
471	320	6
806	1126	30
35	1469	47
33	667	27
639	1479	2
1014	1574	2
406	1342	7
322	648	2
195	80	8
303	1479	2
1375	37	7
545	231	2
116	1243	7
1561	1566	37
502	88	2
1110	215	3
106	513	30
1265	1122	6
297	1450	2
460	611	2
641	289	2
1122	172	8
25	65	8
241	305	7
485	651	53
347	114	8
372	412	5
42	64	50
162	0	0
1230	678	55
1114	1397	0
1041	625	2
1058	672	2
1439	451	2
26	1078	2
1332	360	1
568	1389	7
209	389	36
301	1072	7
847	94	7
40	916	8
716	533	3
1110	519	35
1500	830	30
500	1417	27
27	185	39
1031	662	2
158	259	2
238	1041	2
116	1381	7
498	1120	2
350	661	2
101	743	3
737	391	2
183	360	2
1001	445	0
657	1357	2
1037	1230	20
627	298	7
1098	1284	2
912	1148	2
848	1456	2
156	159	1
442	834	2
922	279	2
229	604	2
393	1196	2
337	1210	6
551	504	2
45	1436	2
1136	685	8
265	904	9
1137	47	8
28	119	8
328	116	8
1402	1384	8
221	83	8
221	233	27
447	745	2
1518	355	8
486	1126	33
638	728	8
769	1053	2
1391	341	5
1502	1105	0
934	372	1
1200	626	8
1259	1172	2
1454	903	2
1081	1555	2
15	505	2
220	1196	2
759	1135	33
1000	1575	2
195	833	8
1037	265	8
519	547	7
582	728	8
872	894	2
753	603	6
1304	697	7
1100	1283	2
1460	919	30
1140	821	2
24	1445	2
491	833	8
507	75	3
384	1378	7
419	1388	7
925	347	33
1083	41	9
1146	147	7
324	1061	2
417	1039	27
347	781	30
878	663	8
347	573	15
1035	813	8
126	516	2
560	1578	5
1200	663	8
485	1062	8
763	829	2
879	714	1
699	1132	0
957	1315	5
581	881	3
1341	855	5
157	59	8
675	684	2
218	808	8
766	1199	7
923	1278	2
888	1200	15
213	147	8
1404	419	2
514	412	5
470	366	2
919	160	2
575	210	2
1080	689	2
933	139	5
1075	88	2
765	1213	7
1124	980	5
228	1203	6
721	281	27
49	1251	2
670	546	35
1124	1131	7
836	362	30
722	88	5
442	1358	2
148	1578	7
449	796	2
626	619	27
47	1213	7
392	631	15
1554	1514	0
1239	1125	8
923	1156	8
416	314	2
750	1000	2
338	958	3
1044	1457	8
698	1125	8
707	393	2
841	1077	2
736	588	8
1304	1381	7
478	1325	5
126	1314	5
545	516	2
315	1070	5
217	722	2
607	68	2
366	976	29
419	833	8
464	122	2
919	873	2
47	1342	7
873	1239	30
872	104	2
1201	685	7
151	42	8
913	1325	5
823	600	71
454	298	2
371	424	8
61	881	3
116	641	2
31	761	15
253	37	8
170	95	6
1510	662	2
504	223	26
268	88	3
192	713	2
911	1120	2
1199	1304	7
447	537	12
255	1388	7
28	52	8
810	213	8
1565	150	2
268	1207	8
23	823	2
485	716	8
602	436	2
857	638	27
1160	1480	2
1037	53	2
782	1002	1
895	1125	8
699	533	3
862	568	7
820	1298	7
403	116	8
30	1358	2
886	296	8
971	741	1
391	914	2
48	714	1
23	453	2
1536	1004	52
307	700	32
157	627	8
1373	848	7
349	366	33
1277	163	7
718	445	0
854	766	8
582	893	30
162	293	0
1257	21	7
1025	108	8
419	958	3
928	433	7
992	32	8
266	1397	0
1271	1446	2
494	452	12
929	848	7
1132	533	3
860	1396	8
347	536	30
1054	1555	2
1519	1578	5
505	1125	8
944	726	2
494	650	2
1398	267	55
1122	291	8
901	1005	36
137	1342	7
591	607	33
437	312	8
913	230	2
555	314	2
472	433	7
42	1062	7
1232	559	48
1510	335	2
714	301	16
1451	376	3
908	1335	5
1250	446	2
917	646	8
82	714	1
440	922	2
1242	365	2
1123	147	8
1251	568	7
238	1295	2
1179	1215	7
929	1151	0
1247	200	33
555	855	3
858	793	8
879	1610	56
647	498	2
255	663	8
565	1133	2
524	833	2
281	1073	2
1568	1375	27
325	569	2
902	1118	5
1098	658	0
221	92	8
350	1403	14
77	341	3
171	330	8
157	834	8
403	1457	8
1485	349	2
271	285	2
171	226	3
101	241	2
391	1223	2
861	349	2
674	670	2
341	166	2
877	1003	2
906	277	8
35	233	27
155	719	8
39	57	6
729	1310	8
1299	650	2
701	994	5
78	1141	2
464	546	2
112	1077	2
750	728	8
541	908	8
116	1062	8
599	381	33
841	277	8
442	662	2
942	315	30
1480	950	33
148	875	6
599	326	8
588	90	8
1525	172	2
158	1495	2
457	189	2
1148	1161	8
535	49	2
434	381	14
349	993	2
1567	610	2
618	974	7
392	1314	7
970	205	19
1555	233	27
581	1333	2
369	470	30
618	616	2
1417	667	27
1394	1309	27
843	1493	2
698	527	1
272	794	55
1026	882	2
314	759	2
506	179	8
54	1584	28
699	1480	2
922	199	30
317	291	8
128	533	2
485	1375	27
601	992	7
653	474	2
980	497	2
1250	1207	8
347	1335	5
501	515	21
256	1337	2
528	952	33
723	890	2
388	958	3
765	626	7
66	127	2
108	1201	5
899	54	7
988	1190	2
157	262	2
1468	578	7
858	114	8
1481	1401	2
322	597	2
524	97	15
401	1289	36
558	771	2
489	623	6
763	368	30
1110	21	8
882	269	2
681	1329	2
1338	1496	53
421	1282	30
1336	535	7
381	810	15
494	929	7
693	911	2
500	1052	2
686	958	1
417	114	27
55	383	8
207	905	2
392	296	8
1494	741	7
76	65	2
1502	324	33
1228	1596	1
1008	183	8
171	1314	8
792	423	2
771	990	5
375	519	30
1313	893	14
641	1568	2
670	1344	37
671	1418	8
1138	114	8
404	390	2
1344	930	12
301	1627	77
98	1200	2
739	704	2
1082	671	30
1160	998	29
1173	397	2
882	776	5
284	347	2
453	684	2
36	117	30
330	891	8
779	139	3
1163	3	8
1291	1337	7
454	471	2
581	739	27
581	1121	2
565	1495	2
439	90	7
238	365	2
197	1125	8
1152	1236	8
1047	233	27
1564	17	57
603	210	2
500	166	2
1299	359	2
747	594	10
491	1475	37
1330	855	5
491	656	2
241	550	1
870	1298	7
1098	109	0
424	1507	1
27	1213	7
544	1574	2
692	865	6
855	545	2
1359	771	2
752	65	8
256	326	8
1355	523	23
1171	114	8
1214	112	8
112	18	8
872	259	8
1503	377	8
514	1335	5
53	201	2
1474	1314	2
1141	667	27
325	1187	7
747	1283	2
1047	1345	2
1518	658	0
1030	514	2
252	841	27
69	759	2
381	183	8
77	355	8
30	1026	2
1394	836	27
1020	101	8
1179	638	7
1442	81	1
508	743	3
297	139	3
598	606	30
125	42	8
1397	479	7
1367	662	2
653	264	23
139	1515	2
1400	910	7
613	728	8
1131	1376	15
1100	453	34
671	1340	2
704	945	1
774	68	24
1036	763	2
837	735	6
444	568	15
369	453	30
151	751	2
377	99	0
1131	293	2
1207	44	8
218	219	2
784	1266	77
787	891	8
1102	562	57
534	89	2
133	1494	1
491	453	35
1188	596	50
1258	648	2
363	1384	7
197	147	8
1127	863	7
13	338	5
897	37	7
325	462	8
768	1517	1
981	603	11
790	373	7
1137	59	7
576	163	8
739	149	8
1179	355	7
1215	159	5
759	1479	2
98	463	31
575	1169	2
670	178	2
1058	166	2
841	450	2
1372	855	5
298	83	6
59	735	6
817	147	8
241	349	1
1225	357	48
563	929	7
849	823	30
1215	497	7
729	498	2
1375	412	5
1085	139	5
1338	1227	8
677	1141	2
737	347	2
347	1567	1
1123	685	7
1337	206	2
1562	282	23
844	477	71
787	296	8
348	434	1
917	1455	2
1545	1389	8
763	1131	2
681	1114	2
1333	21	7
516	628	2
1056	694	39
373	1314	5
1179	1301	7
395	1198	2
572	434	2
267	399	27
1039	40	8
591	111	15
1174	497	2
265	375	30
1358	1510	2
1382	1127	7
756	1550	8
833	961	25
316	1125	6
1035	1310	8
804	228	8
505	805	2
189	833	8
1131	489	15
988	492	2
335	1004	27
618	116	8
875	1062	8
613	136	6
588	663	8
754	1550	8
622	1191	2
1284	209	2
1275	1000	7
519	240	2
895	743	3
178	1384	8
1106	775	12
12	285	20
1304	57	6
148	1131	2
395	1152	26
588	495	8
311	831	2
22	1173	2
999	740	77
905	97	8
718	3	10
226	497	2
841	80	8
1500	485	30
9	818	1
192	1227	6
1445	718	10
881	734	7
1362	995	1
646	441	0
69	1152	26
607	534	2
300	859	2
186	384	3
449	672	2
1054	685	8
1179	1336	7
170	1129	7
497	1418	2
576	502	8
582	616	2
432	1418	8
699	1112	23
667	384	5
620	701	2
1075	1393	2
880	840	2
1193	433	7
252	489	6
357	272	31
699	200	33
185	172	27
1160	92	8
193	1253	57
1359	1404	2
348	292	2
1177	646	8
657	1087	2
116	597	55
1166	936	8
483	172	8
392	1418	7
435	265	59
1359	118	2
930	219	38
813	704	1
266	1359	2
301	398	77
717	311	35
1438	958	3
1209	908	7
1026	1211	2
1250	1126	33
1567	246	2
654	551	2
1350	945	1
688	267	55
609	766	8
635	334	1
171	685	8
35	1550	1
912	667	27
435	796	59
155	368	33
330	1491	7
1553	289	2
563	1070	5
1232	37	8
162	731	2
913	737	30
506	269	8
958	701	7
1397	163	7
252	857	27
592	396	50
1383	101	8
888	1176	15
385	330	8
409	638	27
878	661	2
259	829	2
154	1086	8
855	368	30
33	140	2
1184	355	8
238	903	2
69	140	2
1383	533	5
238	1054	2
455	607	30
302	278	9
1502	425	2
1183	46	7
42	1292	50
1133	101	26
1562	821	2
255	70	2
806	1500	30
1303	323	7
1522	1125	8
910	562	2
271	1211	2
766	21	8
225	293	0
854	1199	7
1351	1566	37
1183	1570	7
1112	880	15
163	766	57
673	325	2
960	374	1
1338	834	2
850	1474	2
823	1420	8
239	854	27
61	1207	8
1129	1388	1
438	373	7
1253	412	5
238	296	8
1570	908	8
766	292	2
71	745	2
355	68	2
1468	1040	7
1398	297	8
559	92	8
1409	753	2
1098	1361	0
270	189	27
582	462	8
438	531	2
1399	792	6
468	1110	2
1329	453	35
137	1310	7
1323	1439	14
950	369	5
1139	1345	2
880	1576	7
1454	581	3
833	834	2
596	960	30
438	1405	2
62	741	2
569	798	2
1028	1122	2
1343	92	5
634	341	3
1173	444	23
1383	910	7
479	88	3
944	546	2
419	1296	8
494	732	7
867	988	8
1110	743	3
297	773	2
961	1517	12
127	460	2
574	1557	1
1144	1310	8
818	888	2
206	958	2
32	119	8
1525	739	27
995	1004	8
494	367	2
1378	1360	2
584	857	38
1533	1554	1
1138	147	8
1144	929	7
761	958	3
29	116	8
1358	101	26
487	116	8
387	908	7
349	214	2
294	393	8
1313	891	7
273	505	2
1221	1325	5
277	1173	2
273	1493	2
978	808	30
1407	441	0
602	392	36
1411	1424	1
1415	1280	57
411	21	8
191	830	30
1337	273	8
234	462	8
668	215	5
24	1562	2
941	98	8
300	230	2
300	1141	2
1209	429	7
904	670	84
306	1125	8
348	920	1
1125	1335	5
396	1341	30
1090	1112	2
241	1282	30
75	412	5
483	1335	5
424	531	8
291	1491	7
869	1121	2
841	1138	2
506	846	6
922	154	2
