1226	1066	20
99	1733	24
167	1980	14
885	1480	9
501	164	40
778	1868	9
155	1343	48
903	642	9
319	1502	9
344	1752	40
1509	148	23
74	295	16
1519	226	16
639	473	24
664	1609	11
47	682	91
2005	401	80
1980	1894	80
1231	1735	23
1963	2002	14
230	1519	2
1506	1737	20
363	2072	14
1766	1586	24
2061	1976	133
50	160	24
735	1175	24
344	896	40
685	878	14
1218	1626	9
1626	629	78
1318	1483	51
995	61	14
442	595	14
1904	1	40
992	1458	70
38	1609	51
373	914	9
1011	675	3
559	407	2
1936	628	24
660	1288	20
1944	1325	24
1373	625	23
185	1237	8
1198	1720	22
1457	2003	23
1703	992	17
1312	1721	20
810	2018	24
614	1397	70
545	372	8
536	1945	9
961	430	20
1928	1714	23
1222	949	17
95	1563	9
464	930	8
827	409	2
1722	274	9
1570	325	14
725	440	17
1414	829	20
1537	1470	78
896	1671	9
1475	1503	48
1647	1420	24
1986	157	9
1896	15	20
979	1007	14
1452	1473	11
122	1758	24
81	846	48
1728	1147	24
250	1637	9
1261	1288	17
957	1863	9
147	585	9
57	1049	48
1080	1246	20
848	1398	26
610	1081	16
738	923	14
581	23	9
412	1589	22
327	848	9
459	913	9
960	460	2
664	1743	20
1615	475	44
327	1324	6
1867	1330	2
1072	328	24
1936	805	23
877	309	24
599	287	106
929	111	24
223	319	31
148	1735	22
918	1300	70
82	33	9
1702	1761	22
601	1636	9
80	690	24
1758	858	24
1925	1006	81
597	636	24
539	461	3
810	1868	9
581	175	24
777	1220	9
996	953	23
394	952	14
865	111	24
1514	1603	9
1868	306	9
811	298	24
296	987	8
355	1834	9
2043	1226	20
1819	1400	23
182	520	9
975	157	9
1145	127	5
89	595	70
573	1935	9
792	171	9
1063	1072	92
614	1538	119
403	845	24
1576	1671	9
186	1084	21
396	1169	2
263	858	9
178	649	14
147	927	9
782	1526	24
182	1068	8
185	1791	2
198	1206	165
1559	995	16
600	2038	2
380	1064	48
1726	1273	24
1421	2028	20
125	336	14
1036	771	9
141	602	11
540	881	2
928	329	8
582	1747	24
1455	892	63
