799	1845	8
1472	1053	3
175	1220	9
996	820	21
1103	881	17
831	501	44
1564	268	9
822	1015	63
1453	1792	20
982	1604	9
1697	101	92
1896	1624	92
1809	1009	20
495	1545	9
270	816	9
1580	662	2
903	1857	40
507	475	24
1427	731	24
523	1460	8
784	502	24
614	543	24
613	1652	40
263	873	25
1740	1303	23
476	434	14
1737	1197	14
1035	386	9
377	216	40
288	337	9
817	1564	80
73	1429	9
1349	348	25
327	1906	9
850	1845	8
239	902	70
493	826	82
1097	309	24
1978	1012	9
311	242	51
859	1294	24
838	450	9
1020	1561	16
1114	1825	22
1359	1459	9
1039	1219	9
664	571	24
1274	1165	9
768	514	5
578	610	16
370	620	8
484	1296	71
1039	1245	9
371	156	8
261	493	14
1097	1198	48
617	1009	2
686	404	24
1373	942	24
632	1940	9
1006	598	9
414	130	50
1507	512	14
1283	339	20
1742	838	24
686	631	24
817	1080	7
1942	1856	148
1450	1949	9
329	1903	48
1564	1511	9
1709	1646	24
621	1455	9
1757	126	24
1728	1073	20
379	141	11
778	1559	24
801	1631	31
110	1444	9
166	479	9
915	1235	95
1980	1919	80
985	1072	51
571	2018	24
1471	1481	6
1492	627	23
177	992	95
760	564	24
921	64	24
1567	520	9
1999	1451	23
616	1372	8
539	1049	48
889	1449	9
1568	258	2
1737	830	14
682	752	14
621	1428	9
1893	633	40
745	1307	8
758	2008	2
1394	1906	9
1881	826	92
483	649	2
1574	314	24
1500	1310	23
1287	622	24
952	1045	17
431	785	80
519	766	2
653	533	9
168	374	70
1210	848	9
129	2065	3
838	1910	25
880	1575	14
822	1244	24
1080	1008	24
390	303	54
652	1314	92
1188	1335	8
317	1061	23
1108	1004	2
1833	799	24
999	1009	2
139	1400	48
99	841	11
53	1290	9
530	51	20
509	156	24
2039	510	20
244	303	48
161	883	48
122	1740	24
407	651	8
70	902	70
789	418	80
378	1973	9
188	1011	63
1312	1455	0
386	1373	22
85	1431	96
820	1777	9
1407	1283	70
1496	496	14
1138	1845	8
42	158	48
288	1985	9
266	1222	8
1180	959	59
